age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,TARGET,ID
36,admin.,single,university.degree,0,0,1,cellular,aug,tue,459,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20559
31,technician,single,university.degree,0,1,0,cellular,aug,tue,128,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20560
33,admin.,single,university.degree,0,1,0,cellular,aug,tue,226,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20562
52,housemaid,divorced,high.school,0,1,0,cellular,aug,tue,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20565
39,admin.,divorced,university.degree,0,1,0,cellular,aug,tue,180,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20566
52,services,married,basic.4y,0,1,0,cellular,aug,tue,483,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20567
32,technician,single,high.school,0,1,0,cellular,aug,tue,222,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20569
33,technician,married,university.degree,0,1,0,cellular,aug,tue,664,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,20570
57,admin.,married,university.degree,0,0,0,cellular,aug,tue,612,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20571
31,housemaid,married,basic.4y,0,0,1,cellular,aug,tue,129,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20572
45,management,married,university.degree,0,1,0,cellular,aug,tue,1735,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,20573
54,admin.,married,university.degree,0,1,0,cellular,aug,tue,243,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20574
56,blue-collar,married,,0,1,0,cellular,aug,tue,178,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20575
44,management,married,basic.9y,0,1,0,cellular,aug,tue,284,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20577
33,technician,married,professional.course,0,0,0,cellular,aug,tue,129,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20578
34,admin.,married,high.school,0,1,0,cellular,aug,tue,228,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20579
33,technician,married,professional.course,0,1,0,cellular,aug,tue,940,10,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,20580
32,technician,married,professional.course,,1,0,cellular,aug,tue,796,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,20582
54,services,married,high.school,0,1,0,cellular,aug,tue,136,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20583
46,blue-collar,married,basic.4y,,1,0,cellular,aug,tue,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20584
31,admin.,single,university.degree,0,1,0,cellular,aug,tue,465,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20585
54,blue-collar,married,basic.9y,,0,0,cellular,aug,tue,112,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20586
47,admin.,divorced,high.school,0,0,0,cellular,aug,tue,204,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20587
32,admin.,married,high.school,0,1,1,cellular,aug,tue,711,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20588
34,admin.,single,university.degree,0,0,0,cellular,aug,tue,121,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20589
46,blue-collar,married,basic.4y,,0,0,cellular,aug,tue,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20590
41,technician,married,professional.course,0,0,0,cellular,aug,tue,1476,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,20592
31,admin.,divorced,university.degree,0,1,0,cellular,aug,wed,77,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20597
60,services,married,basic.4y,0,1,0,telephone,aug,wed,767,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20598
54,blue-collar,married,basic.9y,,1,0,cellular,aug,wed,388,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20599
32,technician,single,university.degree,0,1,0,cellular,aug,wed,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20601
35,management,married,university.degree,0,1,1,cellular,aug,wed,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20602
57,self-employed,married,basic.9y,0,0,0,cellular,aug,wed,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20603
29,technician,,high.school,0,1,0,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20604
29,technician,,high.school,0,1,0,cellular,aug,wed,536,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20605
32,admin.,married,university.degree,0,1,1,cellular,aug,wed,224,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20607
35,admin.,married,university.degree,,1,1,cellular,aug,wed,156,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20608
33,technician,single,university.degree,0,0,0,cellular,aug,wed,317,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20610
30,technician,married,high.school,0,0,0,cellular,aug,wed,176,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20611
44,management,married,basic.9y,0,1,0,cellular,aug,wed,244,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20613
46,technician,married,professional.course,0,1,0,cellular,aug,wed,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20614
35,admin.,single,university.degree,0,1,1,cellular,aug,wed,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20615
41,housemaid,married,basic.6y,,0,0,cellular,aug,wed,186,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20616
30,technician,married,professional.course,0,0,1,cellular,aug,wed,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20617
30,technician,married,professional.course,0,1,0,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20618
44,blue-collar,married,basic.6y,0,0,0,cellular,aug,wed,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20619
30,technician,married,professional.course,0,0,1,cellular,aug,wed,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20620
51,admin.,married,university.degree,,1,0,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20621
32,admin.,married,university.degree,0,1,0,cellular,aug,wed,1842,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20622
33,admin.,single,university.degree,0,0,0,cellular,aug,wed,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20624
34,admin.,single,university.degree,,0,0,telephone,aug,wed,127,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20625
31,technician,single,high.school,0,0,0,cellular,aug,wed,303,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20626
38,management,married,university.degree,0,0,0,cellular,aug,wed,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20629
32,admin.,single,university.degree,0,0,0,cellular,aug,wed,823,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20630
38,management,married,university.degree,0,0,0,cellular,aug,wed,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20631
43,admin.,married,university.degree,0,0,0,telephone,aug,wed,618,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20633
31,services,single,university.degree,,1,0,cellular,aug,wed,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20635
58,admin.,married,university.degree,0,1,0,cellular,aug,wed,225,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20636
58,admin.,married,university.degree,0,0,0,cellular,aug,wed,460,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20637
32,technician,single,university.degree,0,1,1,cellular,aug,wed,93,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20638
51,admin.,single,university.degree,0,0,0,telephone,aug,wed,214,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20640
52,admin.,married,high.school,0,0,0,cellular,aug,wed,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20641
44,technician,divorced,professional.course,0,0,0,cellular,aug,wed,57,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20642
38,management,married,university.degree,,0,1,cellular,aug,wed,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20643
36,admin.,single,university.degree,0,0,0,cellular,aug,wed,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20645
56,admin.,married,university.degree,,1,1,cellular,aug,wed,287,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20646
39,technician,married,professional.course,0,1,1,cellular,aug,wed,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20647
39,technician,married,professional.course,0,0,0,cellular,aug,wed,458,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20650
54,services,married,basic.4y,0,0,0,cellular,aug,wed,211,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20651
57,admin.,single,university.degree,,1,1,cellular,aug,wed,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20652
33,admin.,single,university.degree,,1,1,cellular,aug,wed,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20653
54,services,married,basic.4y,0,1,1,cellular,aug,wed,900,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20654
57,admin.,single,university.degree,,1,1,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20655
57,admin.,single,university.degree,,0,0,cellular,aug,wed,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20657
55,entrepreneur,divorced,high.school,,0,0,cellular,aug,wed,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20658
32,technician,married,university.degree,0,1,1,cellular,aug,wed,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20659
29,technician,single,professional.course,0,1,1,cellular,aug,wed,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20660
40,technician,married,professional.course,,1,1,cellular,aug,wed,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20661
42,admin.,married,university.degree,0,1,0,cellular,aug,wed,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20663
33,admin.,single,university.degree,0,1,1,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20664
34,admin.,divorced,university.degree,0,0,0,cellular,aug,wed,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20667
34,admin.,divorced,university.degree,0,1,1,cellular,aug,wed,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20668
42,unemployed,married,university.degree,,0,1,cellular,aug,wed,110,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20669
58,admin.,married,university.degree,0,0,0,cellular,aug,wed,233,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20670
30,technician,married,university.degree,,0,1,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20672
42,admin.,married,university.degree,0,0,0,cellular,aug,wed,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20673
44,admin.,married,university.degree,,0,1,cellular,aug,wed,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20674
48,management,married,university.degree,,0,0,cellular,aug,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20675
36,admin.,divorced,university.degree,,1,1,cellular,aug,wed,283,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20676
54,admin.,single,university.degree,0,1,0,cellular,aug,wed,104,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20677
41,admin.,married,university.degree,0,1,0,cellular,aug,wed,206,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20678
31,admin.,married,high.school,0,1,0,cellular,aug,wed,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20679
31,admin.,married,high.school,0,1,0,cellular,aug,wed,170,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20680
33,technician,single,university.degree,,,,cellular,aug,wed,690,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20682
45,self-employed,married,basic.6y,0,1,0,cellular,aug,wed,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20683
31,admin.,single,university.degree,0,1,0,cellular,aug,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20684
40,technician,married,professional.course,,1,0,cellular,aug,wed,192,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20685
35,technician,single,professional.course,0,1,0,cellular,aug,wed,114,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20686
32,technician,married,professional.course,0,1,0,cellular,aug,wed,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20687
29,technician,married,university.degree,0,0,0,cellular,aug,wed,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20688
29,technician,married,university.degree,0,0,1,cellular,aug,wed,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20689
55,technician,married,university.degree,,0,0,cellular,aug,wed,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20690
45,technician,married,professional.course,0,0,0,cellular,aug,wed,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20691
54,blue-collar,married,basic.4y,,1,0,cellular,aug,wed,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20694
31,technician,married,professional.course,0,1,0,cellular,aug,wed,409,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20696
34,admin.,single,university.degree,0,1,0,cellular,aug,wed,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20697
54,blue-collar,married,basic.4y,,1,0,cellular,aug,wed,60,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20698
31,admin.,single,university.degree,0,1,0,cellular,aug,wed,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20700
45,blue-collar,married,basic.9y,0,0,0,cellular,aug,wed,325,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20701
54,blue-collar,married,basic.4y,,,,cellular,aug,wed,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20702
29,technician,married,university.degree,0,0,0,cellular,aug,wed,201,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20703
57,admin.,married,university.degree,0,0,0,cellular,aug,wed,182,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20704
39,admin.,divorced,university.degree,0,1,0,cellular,aug,wed,130,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20707
33,technician,single,university.degree,0,1,0,telephone,aug,wed,827,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20708
40,management,married,high.school,0,0,1,cellular,aug,wed,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20709
40,management,married,high.school,0,1,0,cellular,aug,wed,286,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20710
39,admin.,single,university.degree,0,1,0,cellular,aug,wed,169,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20712
30,technician,married,high.school,0,1,0,cellular,aug,wed,143,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20713
52,admin.,married,university.degree,,1,0,cellular,aug,wed,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20714
59,blue-collar,married,basic.4y,,1,0,cellular,aug,wed,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20715
34,technician,single,university.degree,0,0,0,cellular,aug,wed,62,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20717
31,technician,married,professional.course,0,1,0,cellular,aug,wed,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20719
34,admin.,married,university.degree,0,0,0,cellular,aug,wed,202,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20720
34,admin.,married,university.degree,0,1,0,cellular,aug,wed,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20721
57,admin.,single,university.degree,,1,0,cellular,aug,wed,404,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20723
39,technician,married,professional.course,0,1,1,cellular,aug,wed,657,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20724
58,retired,married,basic.4y,0,0,0,cellular,aug,wed,180,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20725
52,technician,married,professional.course,0,1,1,cellular,aug,wed,203,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20726
33,admin.,single,university.degree,0,1,0,cellular,aug,wed,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20727
56,admin.,married,university.degree,,1,0,cellular,aug,wed,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20729
53,admin.,married,university.degree,0,1,0,cellular,aug,wed,79,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20730
54,services,married,basic.4y,0,1,1,cellular,aug,wed,250,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20731
60,retired,married,basic.9y,,0,0,cellular,aug,wed,707,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20732
32,admin.,single,university.degree,,1,0,cellular,aug,wed,141,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20733
50,services,married,high.school,0,1,0,cellular,aug,wed,737,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20734
55,technician,married,university.degree,,1,0,cellular,aug,wed,150,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20735
34,admin.,divorced,university.degree,0,1,0,cellular,aug,wed,324,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20736
35,technician,single,professional.course,0,1,0,cellular,aug,wed,156,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20737
31,technician,married,professional.course,0,0,0,cellular,aug,wed,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20738
58,admin.,married,university.degree,0,1,0,cellular,aug,wed,328,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20739
31,technician,married,university.degree,0,1,0,cellular,aug,wed,376,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20741
44,management,married,basic.9y,0,1,0,cellular,aug,wed,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20742
46,admin.,married,high.school,0,0,1,cellular,aug,wed,871,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20743
32,technician,married,university.degree,0,1,1,cellular,aug,wed,89,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20744
48,admin.,married,high.school,0,1,0,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20745
57,blue-collar,married,basic.9y,,0,0,cellular,aug,wed,175,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20746
57,blue-collar,married,basic.9y,,1,0,cellular,aug,wed,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20747
57,blue-collar,married,basic.9y,,1,0,cellular,aug,wed,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20748
40,management,married,high.school,0,0,0,cellular,aug,wed,838,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20751
44,blue-collar,married,basic.4y,,1,1,cellular,aug,wed,310,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20753
46,unemployed,married,basic.9y,,0,0,cellular,aug,wed,98,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20754
33,self-employed,single,university.degree,0,0,0,telephone,aug,wed,79,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20755
44,blue-collar,married,basic.6y,0,0,0,cellular,aug,wed,15,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20756
34,admin.,single,university.degree,0,1,0,cellular,aug,wed,1038,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20757
52,admin.,divorced,university.degree,0,0,0,cellular,aug,wed,559,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20758
47,admin.,married,professional.course,0,1,0,cellular,aug,wed,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20759
37,technician,married,professional.course,0,1,1,cellular,aug,wed,733,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20760
34,,married,basic.6y,0,1,0,cellular,aug,wed,713,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20761
29,technician,,high.school,0,1,0,cellular,aug,wed,243,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20762
46,management,married,university.degree,0,0,0,cellular,aug,wed,517,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20764
52,housemaid,married,basic.6y,,0,0,cellular,aug,wed,217,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20765
44,blue-collar,married,basic.6y,0,0,0,cellular,aug,wed,195,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20766
32,management,married,university.degree,0,1,0,cellular,aug,wed,343,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20767
41,housemaid,single,university.degree,0,1,0,cellular,aug,wed,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20768
57,technician,divorced,university.degree,0,1,0,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20769
33,technician,married,university.degree,0,1,0,cellular,aug,wed,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20770
49,blue-collar,married,basic.9y,,0,1,cellular,aug,wed,92,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20772
34,entrepreneur,married,professional.course,0,0,0,cellular,aug,wed,327,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20773
48,admin.,married,university.degree,,1,1,cellular,aug,wed,523,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20775
59,self-employed,married,basic.9y,0,1,0,cellular,aug,wed,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20776
35,technician,single,professional.course,0,1,0,cellular,aug,wed,152,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20777
36,admin.,,university.degree,0,0,0,cellular,aug,wed,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20778
37,technician,single,professional.course,0,1,0,cellular,aug,wed,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20779
36,admin.,,university.degree,0,1,0,cellular,aug,wed,529,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20780
55,housemaid,married,university.degree,0,0,0,cellular,aug,wed,363,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20781
41,technician,married,professional.course,0,0,0,cellular,aug,wed,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20782
49,blue-collar,married,basic.4y,0,1,0,cellular,aug,wed,342,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20783
39,management,married,university.degree,0,1,0,telephone,aug,wed,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20784
33,technician,married,professional.course,,1,0,cellular,aug,wed,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20785
54,blue-collar,married,basic.4y,,1,1,cellular,aug,wed,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20787
29,blue-collar,single,university.degree,0,1,0,cellular,aug,wed,68,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20788
34,technician,married,professional.course,0,0,0,cellular,aug,wed,1148,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,20789
29,admin.,single,high.school,0,1,0,cellular,aug,wed,257,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20790
37,admin.,married,university.degree,0,0,0,cellular,aug,wed,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20792
29,technician,single,high.school,0,1,0,cellular,aug,wed,212,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20793
30,admin.,married,university.degree,0,0,0,cellular,aug,wed,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20794
51,blue-collar,married,basic.9y,,0,0,telephone,aug,wed,490,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20795
54,retired,married,basic.4y,,1,0,cellular,aug,wed,175,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20796
59,blue-collar,married,basic.4y,,0,0,cellular,aug,wed,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20797
52,blue-collar,married,basic.6y,,1,0,cellular,aug,wed,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20798
54,technician,married,university.degree,0,1,0,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20799
57,management,married,university.degree,,0,0,cellular,aug,wed,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20800
31,technician,married,professional.course,,1,0,cellular,aug,wed,84,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20801
32,admin.,single,university.degree,0,0,0,cellular,aug,wed,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20802
56,retired,married,university.degree,0,0,0,cellular,aug,wed,388,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20803
44,technician,divorced,professional.course,,1,1,cellular,aug,wed,418,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20805
31,admin.,single,university.degree,0,0,0,cellular,aug,wed,222,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20806
51,blue-collar,married,basic.9y,,0,0,cellular,aug,wed,202,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20808
31,admin.,married,university.degree,0,1,0,cellular,aug,wed,109,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,20810
